rank,stable_alpha_score,composite_score,decision,risk_flags,aggressive_rank,robust_rank,candidate_id,candidate_label,source_kind,experiment_dir,source_file,rank_ic_mean,worst_fold,top5_mean_return,top5_return_min_by_fold,cumulative_return_after_cost,sharpe_after_cost,max_drawdown_after_cost,avg_turnover,slice_score,single_slice_score,result_valid,result_validator_status,score_rank_ic,score_worst_fold,score_top5,score_return,score_sharpe,drawdown_penalty,turnover_penalty,slice_score_component,available_metric_count
1,0.6080892664629274,0.6080892664629274,adopt,通过硬性规则,1.0,1.0,a4c6c5341b,clipped_return__topk_weighted_rank,training_dir,app\model\label_variant_search\experiments\clipped_return__topk_weighted_rank,app\model\label_variant_search\experiments\clipped_return__topk_weighted_rank\metrics.csv;app\model\label_variant_search\experiments\clipped_return__topk_weighted_rank\walk_forward_metrics.csv;app\model\label_variant_search\experiments\clipped_return__topk_weighted_rank\fold_results.csv;app\model\label_variant_search\experiments\clipped_return__topk_weighted_rank\fold_diagnostics.csv,0.0215933125368034,0.0215933125368034,0.011344127911223,0.011344127911223,1.714516782614827,4.888188164376738,-0.0756019640688426,0.9531993441223612,,0.0254962417617401,,unknown,0.5519697539611579,0.917220414177196,0.3745636575700641,0.9975769218642876,1.0,0.2822606143039537,0.9094301219828371,0.826518489736487,9
2,0.6013538135466671,0.6013538135466671,adopt,通过硬性规则,2.0,2.0,7d6dc2c7fd,original_return__topk_weighted_rank,training_dir,app\model\label_variant_search\experiments\original_return__topk_weighted_rank,app\model\label_variant_search\experiments\original_return__topk_weighted_rank\metrics.csv;app\model\label_variant_search\experiments\original_return__topk_weighted_rank\walk_forward_metrics.csv;app\model\label_variant_search\experiments\original_return__topk_weighted_rank\fold_results.csv;app\model\label_variant_search\experiments\original_return__topk_weighted_rank\fold_diagnostics.csv,0.0215275808793144,0.0215275808793144,0.0120792371953978,0.0120792371953978,1.6801355221781522,4.790410660674304,-0.0868884572295216,0.9532160395824492,,0.0254962417617401,,unknown,0.5512813706270998,0.9166098024868055,0.39907846743508635,0.9761763679230152,0.9761256244540568,0.3551241280269578,0.9094636245783313,0.826518489736487,9
3,0.601347584986298,0.601347584986298,adopt,通过硬性规则,3.0,3.0,d1d1da34b6,residual_return__topk_weighted_rank,training_dir,app\model\label_variant_search\experiments\residual_return__topk_weighted_rank,app\model\label_variant_search\experiments\residual_return__topk_weighted_rank\metrics.csv;app\model\label_variant_search\experiments\residual_return__topk_weighted_rank\walk_forward_metrics.csv;app\model\label_variant_search\experiments\residual_return__topk_weighted_rank\fold_results.csv;app\model\label_variant_search\experiments\residual_return__topk_weighted_rank\fold_diagnostics.csv,0.0215250892963497,0.0215250892963497,0.0120792371953978,0.0120792371953978,1.6801355221781522,4.790410660674304,-0.0868884572295216,0.9532160395824492,,0.0254962417617401,,unknown,0.5512552772003729,0.9165866570232047,0.39907846743508635,0.9761763679230152,0.9761256244540568,0.3551241280269578,0.9094636245783313,0.826518489736487,9
4,0.533480395505927,0.533480395505927,adopt,通过硬性规则,4.0,4.0,aea86a26d7,topk30_gamma2_0,training_dir,app\model\topk_objective_search\models\topk30_gamma2_0,app\model\topk_objective_search\models\topk30_gamma2_0\metrics.csv;app\model\topk_objective_search\models\topk30_gamma2_0\walk_forward_metrics.csv;app\model\topk_objective_search\models\topk30_gamma2_0\fold_results.csv;app\model\topk_objective_search\models\topk30_gamma2_0\fold_diagnostics.csv,0.021527580879314404,-0.0515373855710935,0.012079237195397866,0.0018630425007974,1.6801355221781522,4.790410660674304,-0.0868884572295216,0.9532160395824492,,,,unknown,0.5512813706270998,0.23787562207939913,0.3990784674350885,0.9761763679230152,0.9761256244540568,0.3551241280269578,0.9094636245783313,0.0,8
5,0.5153237905800097,0.5153237905800097,reject,top5_return_min_by_fold <= 0，缺少合理解释; worst_fold_rank_ic 明显低于当前 sl20,,,b604dc9d94,topk20_gamma3_0,training_dir,app\model\topk_objective_search\models\topk20_gamma3_0,app\model\topk_objective_search\models\topk20_gamma3_0\metrics.csv;app\model\topk_objective_search\models\topk20_gamma3_0\walk_forward_metrics.csv;app\model\topk_objective_search\models\topk20_gamma3_0\fold_results.csv;app\model\topk_objective_search\models\topk20_gamma3_0\fold_diagnostics.csv,0.0265405567129082,-0.0537918196556243,0.007468784362350267,-0.0108297510160058,1.690345861731239,4.76948309244541,-0.0468223678871411,0.9400732940298896,,,,unknown,0.6037804121803936,0.21693314383046816,0.24532666885633567,0.9825317754790296,0.9710157310303046,0.09646486078915967,0.8830902221317767,0.0,8
6,0.4887278665878875,0.4887278665878875,reject,top5_return_min_by_fold <= 0，缺少合理解释,,,2bc38c911e,topk30_gamma3_0,training_dir,app\model\topk_objective_search\models\topk30_gamma3_0,app\model\topk_objective_search\models\topk30_gamma3_0\metrics.csv;app\model\topk_objective_search\models\topk30_gamma3_0\walk_forward_metrics.csv;app\model\topk_objective_search\models\topk30_gamma3_0\fold_results.csv;app\model\topk_objective_search\models\topk30_gamma3_0\fold_diagnostics.csv,0.0347062423636597,-0.0531458524991898,0.009186301284011133,-0.0058597577623586,1.4695552505304814,4.45713424252748,-0.0827181310464919,0.9402362656212772,,,,unknown,0.6892966174286062,0.2229338307505157,0.30260332374410404,0.8451010552344614,0.8947493766858698,0.3282012730054156,0.8834172554255303,0.0,8
7,0.48466607629630754,0.48466607629630754,reject,top5_return_min_by_fold <= 0，缺少合理解释; worst_fold_rank_ic 明显低于当前 sl20,,,c77cf39964,topk20_gamma5_0,training_dir,app\model\topk_objective_search\models\topk20_gamma5_0,app\model\topk_objective_search\models\topk20_gamma5_0\metrics.csv;app\model\topk_objective_search\models\topk20_gamma5_0\walk_forward_metrics.csv;app\model\topk_objective_search\models\topk20_gamma5_0\fold_results.csv;app\model\topk_objective_search\models\topk20_gamma5_0\fold_diagnostics.csv,0.03911378654009913,-0.0567157482012322,0.004066432602900834,-0.010972935574771,1.6877208263864962,4.588855137487886,-0.0790262137421738,0.9379226121189076,,,,unknown,0.7354551971919934,0.18977142267481686,0.13186325835070348,0.9808978269332401,0.9269117248176333,0.3043669372788351,0.878774472477641,0.0,8
8,0.4739139742468269,0.4739139742468269,adopt,通过硬性规则,5.0,14.0,fe8db47e6e,alpha_1.0_cap_none,summary_table,app\model\weight_blend_search,app\model\weight_blend_search\weight_blend_summary.csv,,,0.0299852640824287,,1.1712462279797915,4.019487965088474,-0.0900673064031069,0.956671403522694,,0.0299852640824287,True,pass,0.0,0.0,0.9962180411330275,0.6594191387723645,0.787889095044186,0.3756461907337196,0.9163974652610829,0.9957252941225957,6
9,0.4739139742468269,0.4739139742468269,adopt,通过硬性规则,6.0,15.0,4014d636f4,cap_0.25,summary_table,app\model\weight_cap_search,app\model\weight_cap_search\weight_cap_summary.csv,,,0.0299852640824287,,1.1712462279797915,4.019487965088474,-0.0900673064031069,0.956671403522694,,0.0299852640824287,True,pass,0.0,0.0,0.9962180411330275,0.6594191387723645,0.787889095044186,0.3756461907337196,0.9163974652610829,0.9957252941225957,6
10,0.4739139742468269,0.4739139742468269,adopt,通过硬性规则,7.0,16.0,005f853a39,cap_none,summary_table,app\model\weight_cap_search,app\model\weight_cap_search\weight_cap_summary.csv,,,0.0299852640824287,,1.1712462279797915,4.019487965088474,-0.0900673064031069,0.956671403522694,,0.0299852640824287,True,pass,0.0,0.0,0.9962180411330275,0.6594191387723645,0.787889095044186,0.3756461907337196,0.9163974652610829,0.9957252941225957,6
11,0.4736702064300364,0.4736702064300364,adopt,通过硬性规则,8.0,17.0,8d4b1b9bc1,alpha_0.75_cap_none,summary_table,app\model\weight_blend_search,app\model\weight_blend_search\weight_blend_summary.csv,,,0.0300136158531623,,1.1696427373511589,4.014977794182931,-0.0902893645421876,0.9565577225215884,,0.0300136158531623,True,pass,0.0,0.0,0.9971635308497723,0.6584210489043218,0.7867878446553132,0.3770797570358355,0.9161693428508381,0.9967939705919487,6
12,0.4734515424471909,0.4734515424471909,adopt,通过硬性规则,9.0,18.0,8af39bdb5d,alpha_0.5_cap_none,summary_table,app\model\weight_blend_search,app\model\weight_blend_search\weight_blend_summary.csv,,,0.0300419676238958,,1.1680981635720014,4.010678738213819,-0.0904870117321433,0.956448226897077,,0.0300419676238958,True,pass,0.0,0.0,0.9981090205665136,0.6574596317236453,0.7857381422921607,0.3783557307623623,0.9159496191896115,0.9978626470612978,6
13,0.4732385241147351,0.4732385241147351,adopt,通过硬性规则,10.0,19.0,f2ecfe456a,alpha_0.25_cap_none,summary_table,app\model\weight_blend_search,app\model\weight_blend_search\weight_blend_summary.csv,,,0.0300703193946294,,1.1665691761648125,4.00641544179884,-0.0906783947960464,0.9563393589597016,,0.0300703193946294,True,pass,0.0,0.0,0.9990545102832585,0.656507916252267,0.7846971713548717,0.379591264448914,0.9157311551012333,0.9989313235306508,6
14,0.4730226696175635,0.4730226696175635,adopt,通过硬性规则,11.0,21.0,4ada8ceccb,alpha_0.0_cap_0.20,summary_table,app\model\weight_blend_search,app\model\weight_blend_search\weight_blend_summary.csv,,,0.0300986711653629,,1.1650099114725272,4.002179394495261,-0.0908523234707533,0.9562906075371832,,0.0300986711653629,True,pass,0.0,0.0,1.0,0.6555373547390428,0.7836628538449485,0.3807141158249713,0.9156333261597249,1.0,6
15,0.4730226696175635,0.4730226696175635,adopt,通过硬性规则,12.0,22.0,d48df53ee9,alpha_0.0_cap_none,summary_table,app\model\weight_blend_search,app\model\weight_blend_search\weight_blend_summary.csv,,,0.0300986711653629,,1.1650099114725272,4.002179394495261,-0.0908523234707533,0.9562906075371832,,0.0300986711653629,True,pass,0.0,0.0,1.0,0.6555373547390428,0.7836628538449485,0.3807141158249713,0.9156333261597249,1.0,6
16,0.4730226696175635,0.4730226696175635,adopt,通过硬性规则,13.0,23.0,c145832088,alpha_0.25_cap_0.20,summary_table,app\model\weight_blend_search,app\model\weight_blend_search\weight_blend_summary.csv,,,0.0300986711653629,,1.1650099114725272,4.002179394495261,-0.0908523234707533,0.9562906075371832,,0.0300986711653629,True,pass,0.0,0.0,1.0,0.6555373547390428,0.7836628538449485,0.3807141158249713,0.9156333261597249,1.0,6
17,0.4730226696175635,0.4730226696175635,adopt,通过硬性规则,15.0,25.0,343886a5d2,alpha_0.75_cap_0.20,summary_table,app\model\weight_blend_search,app\model\weight_blend_search\weight_blend_summary.csv,,,0.0300986711653629,,1.1650099114725272,4.002179394495261,-0.0908523234707533,0.9562906075371832,,0.0300986711653629,True,pass,0.0,0.0,1.0,0.6555373547390428,0.7836628538449485,0.3807141158249713,0.9156333261597249,1.0,6
18,0.4730226696175635,0.4730226696175635,adopt,通过硬性规则,14.0,24.0,c553a5fa11,alpha_0.5_cap_0.20,summary_table,app\model\weight_blend_search,app\model\weight_blend_search\weight_blend_summary.csv,,,0.0300986711653629,,1.1650099114725272,4.00217939449526,-0.0908523234707533,0.9562906075371832,,0.0300986711653629,True,pass,0.0,0.0,1.0,0.6555373547390428,0.7836628538449483,0.3807141158249713,0.9156333261597249,1.0,6
19,0.4730226696175635,0.4730226696175635,adopt,通过硬性规则,16.0,26.0,3f3b443cff,alpha_1.0_cap_0.20,summary_table,app\model\weight_blend_search,app\model\weight_blend_search\weight_blend_summary.csv,,,0.0300986711653629,,1.1650099114725272,4.00217939449526,-0.0908523234707533,0.9562906075371832,,0.0300986711653629,True,pass,0.0,0.0,1.0,0.6555373547390428,0.7836628538449483,0.3807141158249713,0.9156333261597249,1.0,6
20,0.4730226696175635,0.4730226696175635,adopt,通过硬性规则,17.0,27.0,78bd15dc6f,cap_0.20,summary_table,app\model\weight_cap_search,app\model\weight_cap_search\weight_cap_summary.csv,,,0.0300986711653629,,1.1650099114725272,4.00217939449526,-0.0908523234707533,0.9562906075371832,,0.0300986711653629,True,pass,0.0,0.0,1.0,0.6555373547390428,0.7836628538449483,0.3807141158249713,0.9156333261597249,1.0,6
21,0.4552010152725044,0.4552010152725044,reject,top5_return_min_by_fold <= 0，缺少合理解释; worst_fold_rank_ic 明显低于当前 sl20,,,5460beed8e,topk30_gamma5_0,training_dir,app\model\topk_objective_search\models\topk30_gamma5_0,app\model\topk_objective_search\models\topk30_gamma5_0\metrics.csv;app\model\topk_objective_search\models\topk30_gamma5_0\walk_forward_metrics.csv;app\model\topk_objective_search\models\topk30_gamma5_0\fold_results.csv;app\model\topk_objective_search\models\topk30_gamma5_0\fold_diagnostics.csv,0.04343001610926244,-0.0547954233212167,0.004467798617062933,-0.0096385079335608,1.5528991801536791,4.224829997874085,-0.0960067793194292,0.9512143429280344,,,,unknown,0.7806574728516014,0.20761020638845798,0.14524822264823775,0.8969783348607854,0.8380275483740088,0.41399033006776814,0.9054468419942295,0.0,8
22,0.44283914156109455,0.44283914156109455,reject,top5_return_min_by_fold <= 0，缺少合理解释,,,bb0f65cb93,topk10_gamma3_0,training_dir,app\model\topk_objective_search\models\topk10_gamma3_0,app\model\topk_objective_search\models\topk10_gamma3_0\metrics.csv;app\model\topk_objective_search\models\topk10_gamma3_0\walk_forward_metrics.csv;app\model\topk_objective_search\models\topk10_gamma3_0\fold_results.csv;app\model\topk_objective_search\models\topk10_gamma3_0\fold_diagnostics.csv,-0.0011246513880728004,-0.0521463397170398,0.003671311686564199,-0.0031192165227267,1.6631627287862574,4.804559739557318,-0.0318800471574318,0.9604672938603852,,,,unknown,0.3140529213872257,0.23221876608898281,0.11868655885008517,0.9656116830945947,0.9795804111901785,0.0,0.9240146365072707,0.0,8
23,0.44062431208361286,0.44062431208361286,adopt,通过硬性规则,18.0,66.0,f1292746e9,alpha_0.0_cap_0.18,summary_table,app\model\weight_blend_search,app\model\weight_blend_search\weight_blend_summary.csv,,,0.0270888040488266,,1.085936213182149,3.977454961512014,-0.0870642452106926,0.9311367941484036,,0.0270888040488266,True,pass,0.0,0.0,0.8996253731665227,0.6063180729527934,0.777625878305064,0.3562589827418852,0.8651574464499011,0.8865476800886534,6
24,0.44062431208361286,0.44062431208361286,adopt,通过硬性规则,19.0,67.0,2e318838ba,alpha_0.25_cap_0.18,summary_table,app\model\weight_blend_search,app\model\weight_blend_search\weight_blend_summary.csv,,,0.0270888040488266,,1.085936213182149,3.977454961512014,-0.0870642452106926,0.9311367941484036,,0.0270888040488266,True,pass,0.0,0.0,0.8996253731665227,0.6063180729527934,0.777625878305064,0.3562589827418852,0.8651574464499011,0.8865476800886534,6
25,0.44062431208361286,0.44062431208361286,adopt,通过硬性规则,20.0,68.0,ee4314d247,alpha_0.5_cap_0.18,summary_table,app\model\weight_blend_search,app\model\weight_blend_search\weight_blend_summary.csv,,,0.0270888040488266,,1.085936213182149,3.977454961512014,-0.0870642452106926,0.9311367941484036,,0.0270888040488266,True,pass,0.0,0.0,0.8996253731665227,0.6063180729527934,0.777625878305064,0.3562589827418852,0.8651574464499011,0.8865476800886534,6
26,0.44062431208361286,0.44062431208361286,adopt,通过硬性规则,21.0,69.0,c941dd8e11,alpha_0.75_cap_0.18,summary_table,app\model\weight_blend_search,app\model\weight_blend_search\weight_blend_summary.csv,,,0.0270888040488266,,1.085936213182149,3.977454961512014,-0.0870642452106926,0.9311367941484036,,0.0270888040488266,True,pass,0.0,0.0,0.8996253731665227,0.6063180729527934,0.777625878305064,0.3562589827418852,0.8651574464499011,0.8865476800886534,6
27,0.44062431208361286,0.44062431208361286,adopt,通过硬性规则,22.0,70.0,0d4fa51f42,alpha_1.0_cap_0.18,summary_table,app\model\weight_blend_search,app\model\weight_blend_search\weight_blend_summary.csv,,,0.0270888040488266,,1.085936213182149,3.977454961512014,-0.0870642452106926,0.9311367941484036,,0.0270888040488266,True,pass,0.0,0.0,0.8996253731665227,0.6063180729527934,0.777625878305064,0.3562589827418852,0.8651574464499011,0.8865476800886534,6
28,0.44062431208361286,0.44062431208361286,adopt,通过硬性规则,23.0,71.0,40ab48f556,cap_0.18,summary_table,app\model\weight_cap_search,app\model\weight_cap_search\weight_cap_summary.csv,,,0.0270888040488266,,1.085936213182149,3.977454961512014,-0.0870642452106926,0.9311367941484036,,0.0270888040488266,True,pass,0.0,0.0,0.8996253731665227,0.6063180729527934,0.777625878305064,0.3562589827418852,0.8651574464499011,0.8865476800886534,6
29,0.43546791874041774,0.43546791874041774,adopt,通过硬性规则,24.0,88.0,f2c4f46d75,mt100_tc0010_pred_capnone,summary_table,app\model\turnover_stress_test,app\model\turnover_stress_test\turnover_stress_summary.csv,0.0279820872110249,,0.0142391269164844,,1.1712462279797915,4.019487965088474,-0.0900673064031069,0.956671403522694,,,,unknown,0.6188770278500356,0.0,0.4711076023973694,0.6594191387723645,0.787889095044186,0.3756461907337196,0.9163974652610829,0.0,6
30,0.43432856197016323,0.43432856197016323,adopt,通过硬性规则,25.0,90.0,6b71cd13fc,mt100_tc0010_blend_0.5_capnone,summary_table,app\model\turnover_stress_test,app\model\turnover_stress_test\turnover_stress_summary.csv,0.0279820872110249,,0.0142146364640627,,1.1680981635720014,4.010678738213819,-0.0904870117321433,0.956448226897077,,,,unknown,0.6188770278500356,0.0,0.4702908819483816,0.6574596317236453,0.7857381422921607,0.3783557307623623,0.9159496191896115,0.0,6
31,0.43322668093732314,0.43322668093732314,adopt,通过硬性规则,26.0,95.0,6ad5aee39a,mt100_tc0010_equal_cap0.20,summary_table,app\model\turnover_stress_test,app\model\turnover_stress_test\turnover_stress_summary.csv,0.0279820872110249,,0.0141906158096284,,1.1650099114725272,4.002179394495261,-0.0908523234707533,0.9562906075371832,,,,unknown,0.6188770278500356,0.0,0.4694898285690173,0.6555373547390428,0.7836628538449485,0.3807141158249713,0.9156333261597249,0.0,6
32,0.43322668093732314,0.43322668093732314,adopt,通过硬性规则,27.0,96.0,6baaf9be5c,mt100_tc0010_equal_capnone,summary_table,app\model\turnover_stress_test,app\model\turnover_stress_test\turnover_stress_summary.csv,0.0279820872110249,,0.0141906158096284,,1.1650099114725272,4.002179394495261,-0.0908523234707533,0.9562906075371832,,,,unknown,0.6188770278500356,0.0,0.4694898285690173,0.6555373547390428,0.7836628538449485,0.3807141158249713,0.9156333261597249,0.0,6
33,0.4332266809373231,0.4332266809373231,adopt,通过硬性规则,28.0,97.0,a2ed743584,mt100_tc0010_blend_0.5_cap0.20,summary_table,app\model\turnover_stress_test,app\model\turnover_stress_test\turnover_stress_summary.csv,0.0279820872110249,,0.0141906158096284,,1.1650099114725272,4.00217939449526,-0.0908523234707533,0.9562906075371832,,,,unknown,0.6188770278500356,0.0,0.4694898285690173,0.6555373547390428,0.7836628538449483,0.3807141158249713,0.9156333261597249,0.0,6
34,0.4332266809373231,0.4332266809373231,adopt,通过硬性规则,29.0,98.0,18e13062ff,mt100_tc0010_pred_cap0.20,summary_table,app\model\turnover_stress_test,app\model\turnover_stress_test\turnover_stress_summary.csv,0.0279820872110249,,0.0141906158096284,,1.1650099114725272,4.00217939449526,-0.0908523234707533,0.9562906075371832,,,,unknown,0.6188770278500356,0.0,0.4694898285690173,0.6555373547390428,0.7836628538449483,0.3807141158249713,0.9156333261597249,0.0,6
35,0.4256023650139302,0.4256023650139302,adopt,通过硬性规则,31.0,54.0,5ce05143d3,mt085_tc0010_pred_capnone,summary_table,app\model\turnover_stress_test,app\model\turnover_stress_test\turnover_stress_summary.csv,0.0279820872110249,,0.0130502574070584,,1.0429938225287847,4.043015523493555,-0.0801005231272943,0.8405979007974661,,,,unknown,0.6188770278500356,0.0,0.4314605586103801,0.5795886588512611,0.7936338291984906,0.31130248010078027,0.6834740484216305,0.0,6
36,0.42497470934685944,0.42497470934685944,reject,top5_return_min_by_fold <= 0，缺少合理解释; worst_fold_rank_ic 明显低于当前 sl20,,,5f7a0aacf7,topk10_gamma5_0,training_dir,app\model\topk_objective_search\models\topk10_gamma5_0,app\model\topk_objective_search\models\topk10_gamma5_0\metrics.csv;app\model\topk_objective_search\models\topk10_gamma5_0\walk_forward_metrics.csv;app\model\topk_objective_search\models\topk10_gamma5_0\fold_results.csv;app\model\topk_objective_search\models\topk10_gamma5_0\fold_diagnostics.csv,0.019063871958023466,-0.0603368086927123,0.00038237351243533324,-0.0166962193757451,1.7184096014956354,4.614815921161785,-0.0703573344059566,0.957888360403249,,,,unknown,0.5254798584459913,0.1561337212661869,0.009005324056415638,1.0,0.9332505806426286,0.24840225458376058,0.918839519201991,0.0,8
37,0.42490220467385104,0.42490220467385104,adopt,通过硬性规则,32.0,56.0,64ffcc0108,mt085_tc0010_blend_0.5_capnone,summary_table,app\model\turnover_stress_test,app\model\turnover_stress_test\turnover_stress_summary.csv,0.0279820872110249,,0.0130334935484191,,1.0409858529728733,4.037303769933166,-0.0802660880613506,0.8403791857124787,,,,unknown,0.6188770278500356,0.0,0.4309015086623062,0.5783388017998344,0.7922391878509102,0.31237133671309697,0.6830351552744994,0.0,6
38,0.42419437437902485,0.42419437437902485,adopt,通过硬性规则,33.0,58.0,652b0f5db0,mt085_tc0010_pred_cap0.20,summary_table,app\model\turnover_stress_test,app\model\turnover_stress_test\turnover_stress_summary.csv,0.0279820872110249,,0.0130157064548046,,1.038856677494311,4.031577238371057,-0.080368524468632,0.8401974057343907,,,,unknown,0.6188770278500356,0.0,0.43030833533774354,0.5770135003390771,0.7908409381522314,0.31303264722482327,0.6826703793987383,0.0,6
39,0.42419437437902474,0.42419437437902474,adopt,通过硬性规则,34.0,59.0,17a118ed1d,mt085_tc0010_blend_0.5_cap0.20,summary_table,app\model\turnover_stress_test,app\model\turnover_stress_test\turnover_stress_summary.csv,0.0279820872110249,,0.0130157064548046,,1.0388566774943104,4.031577238371057,-0.080368524468632,0.8401974057343907,,,,unknown,0.6188770278500356,0.0,0.43030833533774354,0.5770135003390766,0.7908409381522314,0.31303264722482327,0.6826703793987383,0.0,6
40,0.42419437437902474,0.42419437437902474,adopt,通过硬性规则,35.0,60.0,9523cba172,mt085_tc0010_equal_cap0.20,summary_table,app\model\turnover_stress_test,app\model\turnover_stress_test\turnover_stress_summary.csv,0.0279820872110249,,0.0130157064548046,,1.0388566774943104,4.031577238371057,-0.080368524468632,0.8401974057343907,,,,unknown,0.6188770278500356,0.0,0.43030833533774354,0.5770135003390766,0.7908409381522314,0.31303264722482327,0.6826703793987383,0.0,6
41,0.42419437437902474,0.42419437437902474,adopt,通过硬性规则,36.0,61.0,0745d02101,mt085_tc0010_equal_capnone,summary_table,app\model\turnover_stress_test,app\model\turnover_stress_test\turnover_stress_summary.csv,0.0279820872110249,,0.0130157064548046,,1.0388566774943104,4.031577238371057,-0.080368524468632,0.8401974057343907,,,,unknown,0.6188770278500356,0.0,0.43030833533774354,0.5770135003390766,0.7908409381522314,0.31303264722482327,0.6826703793987383,0.0,6
42,0.4202837794352089,0.4202837794352089,adopt,通过硬性规则,37.0,99.0,0d29926988,mt100_tc0010_blend_0.5_cap0.18,summary_table,app\model\turnover_stress_test,app\model\turnover_stress_test\turnover_stress_summary.csv,0.0279820872110249,,0.01351433992804,,1.085936213182149,3.977454961512014,-0.0870642452106926,0.9311367941484036,,,,unknown,0.6188770278500356,0.0,0.44693702586288564,0.6063180729527934,0.777625878305064,0.3562589827418852,0.8651574464499011,0.0,6
43,0.4202837794352089,0.4202837794352089,adopt,通过硬性规则,38.0,100.0,4eae200301,mt100_tc0010_equal_cap0.18,summary_table,app\model\turnover_stress_test,app\model\turnover_stress_test\turnover_stress_summary.csv,0.0279820872110249,,0.01351433992804,,1.085936213182149,3.977454961512014,-0.0870642452106926,0.9311367941484036,,,,unknown,0.6188770278500356,0.0,0.44693702586288564,0.6063180729527934,0.777625878305064,0.3562589827418852,0.8651574464499011,0.0,6
44,0.4202837794352089,0.4202837794352089,adopt,通过硬性规则,39.0,101.0,bdc016fcee,mt100_tc0010_pred_cap0.18,summary_table,app\model\turnover_stress_test,app\model\turnover_stress_test\turnover_stress_summary.csv,0.0279820872110249,,0.01351433992804,,1.085936213182149,3.977454961512014,-0.0870642452106926,0.9311367941484036,,,,unknown,0.6188770278500356,0.0,0.44693702586288564,0.6063180729527934,0.777625878305064,0.3562589827418852,0.8651574464499011,0.0,6
45,0.41935688332624177,0.41935688332624177,reject,top5_return_min_by_fold <= 0，缺少合理解释,,,9573f55708,topk20_gamma2_0,training_dir,app\model\topk_objective_search\models\topk20_gamma2_0,app\model\topk_objective_search\models\topk20_gamma2_0\metrics.csv;app\model\topk_objective_search\models\topk20_gamma2_0\walk_forward_metrics.csv;app\model\topk_objective_search\models\topk20_gamma2_0\fold_results.csv;app\model\topk_objective_search\models\topk20_gamma2_0\fold_diagnostics.csv,0.009255361956817233,-0.0507208235131645,0.009203080671903731,-0.00445946455661,1.3728408665260377,4.06236469805498,-0.0793114888739238,0.9558284329947268,,,,unknown,0.4227589614732913,0.2454610437399483,0.3031628915698597,0.784901360240842,0.7983583255549257,0.30620862080100425,0.9147058856063025,0.0,8
46,0.4191050014966678,0.4191050014966678,adopt,通过硬性规则,40.0,42.0,a034e1081f,mt075_tc0010_pred_capnone,summary_table,app\model\turnover_stress_test,app\model\turnover_stress_test\turnover_stress_summary.csv,0.0279820872110249,,0.0121378283928215,,0.9496452331471256,4.056581180055491,-0.0715147144905903,0.7479405607266816,,,,unknown,0.6188770278500356,0.0,0.4010323974092104,0.5214839966884715,0.7969461614530815,0.25587408648751253,0.4975395867415014,0.0,6
47,0.4182602325022537,0.4182602325022537,adopt,通过硬性规则,41.0,43.0,429a690a27,mt075_tc0010_blend_0.5_capnone,summary_table,app\model\turnover_stress_test,app\model\turnover_stress_test\turnover_stress_summary.csv,0.0279820872110249,,0.0121136696502581,,0.9468846769321316,4.051074013707401,-0.0716063046529261,0.7479524393911527,,,,unknown,0.6188770278500356,0.0,0.40022673899451,0.5197656934198724,0.795601474253985,0.2564653756466197,0.4975634235263933,0.0,6
48,0.41803805426126583,0.41803805426126583,reject,top5_return_min_by_fold <= 0，缺少合理解释; max_drawdown 明显恶化,,,fee1e72d04,v4_medium_lstm_sl40,training_dir,app\model\sequence_length_search\v4_medium_lstm_sl40,app\model\sequence_length_search\v4_medium_lstm_sl40\walk_forward_metrics.csv;app\model\sequence_length_search\v4_medium_lstm_sl40\fold_diagnostics.csv,0.06437437538405244,0.0305044412754377,0.010951628360609313,-1.882899394655536e-05,0.7009736707367362,2.6056248566779967,-0.1564721978896739,0.9383959521463424,,,,unknown,1.0,1.0,0.36147437674809424,0.3666988283312555,0.44266552579176216,0.8043438963206858,0.8797243186865383,0.0,8
49,0.41738996794494776,0.41738996794494776,adopt,通过硬性规则,42.0,44.0,b3824e0003,mt075_tc0010_blend_0.5_cap0.20,summary_table,app\model\turnover_stress_test,app\model\turnover_stress_test\turnover_stress_summary.csv,0.0279820872110249,,0.0120888549001074,,0.9440519085948726,4.045284029623412,-0.0716892049038191,0.7479646226135058,,,,unknown,0.6188770278500356,0.0,0.3993992036948092,0.518002441845187,0.7941877313254798,0.2570005643436391,0.49758787146422556,0.0,6
50,0.41738996794494776,0.41738996794494776,adopt,通过硬性规则,43.0,45.0,20c7852d80,mt075_tc0010_equal_cap0.20,summary_table,app\model\turnover_stress_test,app\model\turnover_stress_test\turnover_stress_summary.csv,0.0279820872110249,,0.0120888549001074,,0.9440519085948726,4.045284029623412,-0.0716892049038191,0.7479646226135058,,,,unknown,0.6188770278500356,0.0,0.3993992036948092,0.518002441845187,0.7941877313254798,0.2570005643436391,0.49758787146422556,0.0,6
51,0.41738996794494776,0.41738996794494776,adopt,通过硬性规则,44.0,46.0,8563f2becd,mt075_tc0010_equal_capnone,summary_table,app\model\turnover_stress_test,app\model\turnover_stress_test\turnover_stress_summary.csv,0.0279820872110249,,0.0120888549001074,,0.9440519085948726,4.045284029623412,-0.0716892049038191,0.7479646226135058,,,,unknown,0.6188770278500356,0.0,0.3993992036948092,0.518002441845187,0.7941877313254798,0.2570005643436391,0.49758787146422556,0.0,6
